champion,champion_id,skin_id,skin_num,skin_name,chromas,price,release_date,imagePath,splashPath,loadingPath,isEsports,isPrestige,isChroma,patch
Ahri,103,103006,6,Academy Ahri,True,750,2015-08-26,/assets/splash/Ahri_6_Academy_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_6.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_6.jpg,False,False,False,16.1.1
Ahri,103,103007,7,Arcade Ahri,True,1350,2016-08-24,/assets/splash/Ahri_7_Arcade_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_7.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_7.jpg,False,False,False,16.1.1
Ahri,103,103014,14,Star Guardian Ahri,True,1820,2017-09-06,/assets/splash/Ahri_14_Star_Guardian_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_14.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_14.jpg,False,False,False,16.1.1
Ahri,103,103015,15,K/DA Ahri,True,1350,2018-11-03,/assets/splash/Ahri_15_K-DA_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_15.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_15.jpg,False,False,False,16.1.1
Ahri,103,103016,16,Prestige K/DA Ahri,False,3300,2019-03-07,/assets/splash/Ahri_16_Prestige_K-DA_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_16.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_16.jpg,False,True,False,16.1.1
Ahri,103,103017,17,Elderwood Ahri,True,1350,2019-08-29,/assets/splash/Ahri_17_Elderwood_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_17.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_17.jpg,False,False,False,16.1.1
Ahri,103,103027,27,Spirit Blossom Ahri,True,1820,2020-08-06,/assets/splash/Ahri_27_Spirit_Blossom_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_27.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_27.jpg,False,False,False,16.1.1
Ahri,103,103028,28,K/DA ALL OUT Ahri,True,1350,2020-10-29,/assets/splash/Ahri_28_K-DA_ALL_OUT_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_28.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_28.jpg,False,False,False,16.1.1
Ahri,103,103042,42,Coven Ahri,True,1350,2021-08-12,/assets/splash/Ahri_42_Coven_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_42.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_42.jpg,False,False,False,16.1.1
Ahri,103,103065,65,Prestige K/DA Ahri (2022),False,,2022-04-01,/assets/splash/Ahri_65_Prestige_K-DA_Ahri_(2022).jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_65.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_65.jpg,False,True,False,16.1.1
Ahri,103,103066,66,Arcana Ahri,True,1350,2022-04-14,/assets/splash/Ahri_66_Arcana_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_66.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_66.jpg,False,False,False,16.1.1
Ahri,103,103076,76,Snow Moon Ahri,True,1350,2023-05-18,/assets/splash/Ahri_76_Snow_Moon_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_76.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_76.jpg,False,False,False,16.1.1
Ahri,103,103085,85,Risen Legend Ahri,False,5430,2024-06-12,/assets/splash/Ahri_85_Risen_Legend_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_85.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_85.jpg,False,False,False,16.1.1
Ahri,103,103086,86,Immortalized Legend Ahri,False,1350,2024-06-12,/assets/splash/Ahri_86_Immortalized_Legend_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_86.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_86.jpg,False,False,False,16.1.1
Ahri,103,103088,88,Spirit Blossom Springs Ahri,False,1820,2025-07-30,/assets/splash/Ahri_88_Spirit_Blossom_Springs_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_88.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_88.jpg,False,False,False,16.1.1
Ahri,103,103089,89,After Hours Spirit Blossom Springs Ahri,True,1650,2025-07-30,/assets/splash/Ahri_89_After_Hours_Spirit_Blossom_Springs_Ahri.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_89.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ahri_89.jpg,False,False,False,16.1.1
Akali,84,84001,1,Stinger Akali,False,520,2010-05-11,/assets/splash/Akali_1_Stinger_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_1.jpg,False,False,False,16.1.1
Akali,84,84002,2,Infernal Akali,False,520,2010-05-11,/assets/splash/Akali_2_Infernal_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_2.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_2.jpg,False,False,False,16.1.1
Akali,84,84003,3,All-star Akali,False,975,2010-06-24,/assets/splash/Akali_3_All-star_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_3.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_3.jpg,False,False,False,16.1.1
Akali,84,84004,4,Nurse Akali,True,975,2011-01-04,/assets/splash/Akali_4_Nurse_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_4.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_4.jpg,False,False,False,16.1.1
Akali,84,84005,5,Blood Moon Akali,False,975,2011-06-07,/assets/splash/Akali_5_Blood_Moon_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_5.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_5.jpg,False,False,False,16.1.1
Akali,84,84006,6,Silverfang Akali,False,975,2011-11-29,/assets/splash/Akali_6_Silverfang_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_6.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_6.jpg,False,False,False,16.1.1
Akali,84,84007,7,Headhunter Akali,True,1350,2015-03-23,/assets/splash/Akali_7_Headhunter_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_7.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_7.jpg,False,False,False,16.1.1
Akali,84,84008,8,Sashimi Akali,False,750,2016-09-07,/assets/splash/Akali_8_Sashimi_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_8.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_8.jpg,False,False,False,16.1.1
Akali,84,84009,9,K/DA Akali,False,1350,2018-11-03,/assets/splash/Akali_9_K-DA_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_9.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_9.jpg,False,False,False,16.1.1
Akali,84,84013,13,Prestige K/DA Akali,False,3300,2018-12-06,/assets/splash/Akali_13_Prestige_K-DA_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_13.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_13.jpg,False,True,False,16.1.1
Akali,84,84014,14,PROJECT: Akali,True,1350,2019-08-01,/assets/splash/Akali_14_PROJECT_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_14.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_14.jpg,False,False,False,16.1.1
Akali,84,84015,15,True Damage Akali,True,1350,2019-11-10,/assets/splash/Akali_15_True_Damage_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_15.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_15.jpg,False,False,False,16.1.1
Akali,84,84032,32,K/DA ALL OUT Akali,True,1350,2020-10-29,/assets/splash/Akali_32_K-DA_ALL_OUT_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_32.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_32.jpg,False,False,False,16.1.1
Akali,84,84050,50,Crime City Nightmare Akali,False,1350,2021-08-26,/assets/splash/Akali_50_Crime_City_Nightmare_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_50.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_50.jpg,False,False,False,16.1.1
Akali,84,84060,60,Prestige K/DA Akali (2022),False,,2022-04-01,/assets/splash/Akali_60_Prestige_K-DA_Akali_(2022).jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_60.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_60.jpg,False,True,False,16.1.1
Akali,84,84061,61,Star Guardian Akali,False,1820,2022-07-28,/assets/splash/Akali_61_Star_Guardian_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_61.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_61.jpg,False,False,False,16.1.1
Akali,84,84068,68,DRX Akali,False,1350,2023-06-01,/assets/splash/Akali_68_DRX_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_68.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_68.jpg,True,False,False,16.1.1
Akali,84,84070,70,Coven Akali,False,1350,2023-10-11,/assets/splash/Akali_70_Coven_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_70.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_70.jpg,False,False,False,16.1.1
Akali,84,84071,71,Prestige Coven Akali,True,1650,2023-10-11,/assets/splash/Akali_71_Prestige_Coven_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_71.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_71.jpg,False,True,False,16.1.1
Akali,84,84082,82,Empyrean Akali,False,1350,2024-05-01,/assets/splash/Akali_82_Empyrean_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_82.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_82.jpg,False,False,False,16.1.1
Akali,84,84092,92,Spirit Blossom Akali,False,1350,2025-06-25,/assets/splash/Akali_92_Spirit_Blossom_Akali.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akali_92.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akali_92.jpg,False,False,False,16.1.1
Akshan,166,166001,1,Cyber Pop Akshan,True,1350,2021-07-22,/assets/splash/Akshan_1_Cyber_Pop_Akshan.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akshan_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akshan_1.jpg,False,False,False,16.1.1
Akshan,166,166010,10,Crystal Rose Akshan,True,1350,2022-02-10,/assets/splash/Akshan_10_Crystal_Rose_Akshan.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akshan_10.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akshan_10.jpg,False,False,False,16.1.1
Akshan,166,166020,20,Three Honors Akshan,False,,2024-01-24,/assets/splash/Akshan_20_Three_Honors_Akshan.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Akshan_20.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Akshan_20.jpg,False,False,False,16.1.1
Alistar,12,12001,1,Black Alistar,False,,2009-06-13,/assets/splash/Alistar_1_Black_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_1.jpg,False,False,False,16.1.1
Alistar,12,12002,2,Golden Alistar,False,390,2010-01-13,/assets/splash/Alistar_2_Golden_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_2.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_2.jpg,False,False,False,16.1.1
Alistar,12,12003,3,Matador Alistar,False,975,2010-05-11,/assets/splash/Alistar_3_Matador_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_3.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_3.jpg,False,False,False,16.1.1
Alistar,12,12004,4,Longhorn Alistar,False,520,2011-02-16,/assets/splash/Alistar_4_Longhorn_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_4.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_4.jpg,False,False,False,16.1.1
Alistar,12,12005,5,Unchained Alistar,False,,2011-09-22,/assets/splash/Alistar_5_Unchained_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_5.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_5.jpg,False,False,False,16.1.1
Alistar,12,12006,6,Infernal Alistar,False,975,2012-07-13,/assets/splash/Alistar_6_Infernal_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_6.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_6.jpg,False,False,False,16.1.1
Alistar,12,12007,7,Sweeper Alistar,False,750,2014-06-18,/assets/splash/Alistar_7_Sweeper_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_7.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_7.jpg,False,False,False,16.1.1
Alistar,12,12008,8,Marauder Alistar,False,750,2015-09-30,/assets/splash/Alistar_8_Marauder_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_8.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_8.jpg,False,False,False,16.1.1
Alistar,12,12009,9,SKT T1 Alistar,False,975,2016-08-17,/assets/splash/Alistar_9_SKT_T1_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_9.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_9.jpg,True,False,False,16.1.1
Alistar,12,12010,10,Moo Cow Alistar,True,975,2017-03-29,/assets/splash/Alistar_10_Moo_Cow_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_10.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_10.jpg,False,False,False,16.1.1
Alistar,12,12019,19,Hextech Alistar,False,1650,2018-03-26,/assets/splash/Alistar_19_Hextech_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_19.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_19.jpg,False,False,False,16.1.1
Alistar,12,12020,20,Conqueror Alistar,True,975,2019-04-30,/assets/splash/Alistar_20_Conqueror_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_20.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_20.jpg,False,False,False,16.1.1
Alistar,12,12022,22,Blackfrost Alistar,True,1350,2020-03-05,/assets/splash/Alistar_22_Blackfrost_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_22.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_22.jpg,False,False,False,16.1.1
Alistar,12,12029,29,Lunar Beast Alistar,True,1350,2021-02-04,/assets/splash/Alistar_29_Lunar_Beast_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_29.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_29.jpg,False,False,False,16.1.1
Alistar,12,12040,40,Elderwood Alistar,False,1350,,/assets/splash/Alistar_40_Elderwood_Alistar.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Alistar_40.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Alistar_40.jpg,False,False,False,16.1.1
Ambessa,799,799001,1,Chosen of the Wolf Ambessa,True,1820,2024-11-06,/assets/splash/Ambessa_1_Chosen_of_the_Wolf_Ambessa.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ambessa_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Ambessa_1.jpg,False,False,False,16.1.1
Amumu,32,32001,1,Pharaoh Amumu,False,520,2010-02-02,/assets/splash/Amumu_1_Pharaoh_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_1.jpg,False,False,False,16.1.1
Amumu,32,32002,2,Vancouver Amumu,False,520,2010-02-12,/assets/splash/Amumu_2_Vancouver_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_2.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_2.jpg,False,False,False,16.1.1
Amumu,32,32003,3,Emumu,False,520,2010-08-01,/assets/splash/Amumu_3_Emumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_3.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_3.jpg,False,False,False,16.1.1
Amumu,32,32004,4,Re-Gifted Amumu,False,520,2010-12-14,/assets/splash/Amumu_4_Re-Gifted_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_4.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_4.jpg,False,False,False,16.1.1
Amumu,32,32005,5,Almost-Prom King Amumu,False,520,2011-02-07,/assets/splash/Amumu_5_Almost-Prom_King_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_5.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_5.jpg,False,False,False,16.1.1
Amumu,32,32006,6,Little Knight Amumu,False,750,2011-07-18,/assets/splash/Amumu_6_Little_Knight_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_6.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_6.jpg,False,False,False,16.1.1
Amumu,32,32007,7,Sad Robot Amumu,False,1350,2012-05-28,/assets/splash/Amumu_7_Sad_Robot_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_7.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_7.jpg,False,False,False,16.1.1
Amumu,32,32008,8,Surprise Party Amumu,True,1350,2015-03-31,/assets/splash/Amumu_8_Surprise_Party_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_8.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_8.jpg,False,False,False,16.1.1
Amumu,32,32017,17,Infernal Amumu,True,1350,2018-10-16,/assets/splash/Amumu_17_Infernal_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_17.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_17.jpg,False,False,False,16.1.1
Amumu,32,32023,23,Hextech Amumu,False,1650,2019-09-26,/assets/splash/Amumu_23_Hextech_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_23.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_23.jpg,False,False,False,16.1.1
Amumu,32,32024,24,Pumpkin Prince Amumu,True,1350,2020-10-22,/assets/splash/Amumu_24_Pumpkin_Prince_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_24.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_24.jpg,False,False,False,16.1.1
Amumu,32,32034,34,Porcelain Amumu,True,1350,2022-01-26,/assets/splash/Amumu_34_Porcelain_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_34.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_34.jpg,False,False,False,16.1.1
Amumu,32,32044,44,Heartache Amumu,True,1350,2023-02-10,/assets/splash/Amumu_44_Heartache_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_44.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_44.jpg,False,False,False,16.1.1
Amumu,32,32053,53,Dumpling Darlings Amumu,True,1350,2025-02-05,/assets/splash/Amumu_53_Dumpling_Darlings_Amumu.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Amumu_53.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Amumu_53.jpg,False,False,False,16.1.1
Anivia,34,34001,1,Team Spirit Anivia,False,520,2010-02-12,/assets/splash/Anivia_1_Team_Spirit_Anivia.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Anivia_1.jpg,https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Anivia_1.jpg,False,False,False,16.1.1
